Secuencia,Mano,Punto,X,Y,Z
1,Derecha,0,0.11929528415203094,0.8287948369979858,2.0833537917042122e-07
1,Derecha,1,0.1809617578983307,0.7816347479820251,-0.007981531322002411
1,Derecha,2,0.22040188312530518,0.6972804069519043,-0.007921119220554829
1,Derecha,3,0.2286297231912613,0.6386645436286926,-0.011693771928548813
1,Derecha,4,0.21905143558979034,0.5970975160598755,-0.016303541138768196
1,Derecha,5,0.20352749526500702,0.591963529586792,0.015427784994244576
1,Derecha,6,0.224600151181221,0.5172795653343201,-0.0002336689503863454
1,Derecha,7,0.2441735863685608,0.4728523790836334,-0.01850580796599388
1,Derecha,8,0.2636340856552124,0.4348990321159363,-0.0318094827234745
1,Derecha,9,0.1763477474451065,0.5859174728393555,0.004598172847181559
1,Derecha,10,0.20078247785568237,0.5051466226577759,-0.009401317685842514
1,Derecha,11,0.22537608444690704,0.45437249541282654,-0.0261201411485672
1,Derecha,12,0.2507116496562958,0.4107990562915802,-0.038329318165779114
1,Derecha,13,0.146892249584198,0.5917922258377075,-0.010799836367368698
1,Derecha,14,0.16901233792304993,0.5121515989303589,-0.026512684300541878
1,Derecha,15,0.19536669552326202,0.4676589369773865,-0.03753914311528206
1,Derecha,16,0.22155390679836273,0.4329310655593872,-0.04433876648545265
1,Derecha,17,0.114235058426857,0.6071386337280273,-0.02839094214141369
1,Derecha,18,0.13320797681808472,0.5397375822067261,-0.04138263687491417
1,Derecha,19,0.15524259209632874,0.5027790665626526,-0.0454852432012558
1,Derecha,20,0.17879466712474823,0.47408512234687805,-0.048097770661115646
1,Derecha,0,0.12513673305511475,0.8196032047271729,3.572169759991084e-07
1,Derecha,1,0.19092261791229248,0.7793189883232117,-0.009844466112554073
1,Derecha,2,0.22884595394134521,0.7006325721740723,-0.011365735903382301
1,Derecha,3,0.23934748768806458,0.644980788230896,-0.016121668741106987
1,Derecha,4,0.23929697275161743,0.6033516526222229,-0.02101316675543785
1,Derecha,5,0.2067302018404007,0.5957985520362854,0.010281016118824482
1,Derecha,6,0.2288062870502472,0.5262196063995361,-0.008449280634522438
1,Derecha,7,0.25191929936408997,0.48192059993743896,-0.027811704203486443
1,Derecha,8,0.27442628145217896,0.4432041645050049,-0.04119959846138954
1,Derecha,9,0.18237610161304474,0.5903227925300598,0.0012210358399897814
1,Derecha,10,0.20734736323356628,0.5125750303268433,-0.01574731431901455
1,Derecha,11,0.23262915015220642,0.4622916281223297,-0.032429762184619904
1,Derecha,12,0.2592322826385498,0.4162425398826599,-0.0435810461640358
1,Derecha,13,0.15708178281784058,0.5974404811859131,-0.012305486015975475
1,Derecha,14,0.18061619997024536,0.5207812786102295,-0.030599169433116913
1,Derecha,15,0.20765502750873566,0.4742431938648224,-0.04112740606069565
1,Derecha,16,0.2350185513496399,0.4349524974822998,-0.04651414230465889
