Secuencia,Mano,Punto,X,Y,Z
1,Derecha,0,0.14436346292495728,0.9335600733757019,1.3279412769406918e-07
1,Derecha,1,0.2030389904975891,0.9037588238716125,-0.02363695576786995
1,Derecha,2,0.25609704852104187,0.8461740016937256,-0.03943954408168793
1,Derecha,3,0.2872823476791382,0.7994236350059509,-0.05616101622581482
1,Derecha,4,0.30863046646118164,0.7582769989967346,-0.07403524965047836
1,Derecha,5,0.21236389875411987,0.7171833515167236,-0.035428911447525024
1,Derecha,6,0.22380556166172028,0.6111838817596436,-0.06747035682201385
1,Derecha,7,0.2504085600376129,0.593218207359314,-0.09213539958000183
1,Derecha,8,0.2747592329978943,0.5980610251426697,-0.10636142641305923
1,Derecha,9,0.16632702946662903,0.7205194234848022,-0.040267784148454666
1,Derecha,10,0.17028987407684326,0.6544833779335022,-0.07654105871915817
1,Derecha,11,0.18778783082962036,0.6907355785369873,-0.09315136820077896
1,Derecha,12,0.19896431267261505,0.7324297428131104,-0.1001836434006691
1,Derecha,13,0.12075314670801163,0.7372168898582458,-0.04755425453186035
1,Derecha,14,0.12178502976894379,0.6861818432807922,-0.07584572583436966
1,Derecha,15,0.13742047548294067,0.7218135595321655,-0.0733364149928093
1,Derecha,16,0.14600104093551636,0.7611404657363892,-0.06796079874038696
1,Derecha,17,0.07536566257476807,0.7630444169044495,-0.057652249932289124
1,Derecha,18,0.07381460070610046,0.7177094221115112,-0.0765601247549057
1,Derecha,19,0.08785618841648102,0.7480026483535767,-0.06913208961486816
1,Derecha,20,0.09550206363201141,0.7831538915634155,-0.05978044867515564
1,Derecha,0,0.15294814109802246,0.8959048986434937,3.0954680596551043e-07
1,Derecha,1,0.21590977907180786,0.8582143187522888,-0.01739444211125374
1,Derecha,2,0.2669455409049988,0.7999436855316162,-0.0289644505828619
1,Derecha,3,0.29617106914520264,0.7515877485275269,-0.042346082627773285
1,Derecha,4,0.3245428204536438,0.7120786309242249,-0.05599549785256386
1,Derecha,5,0.22023335099220276,0.6644408702850342,-0.0036327349953353405
1,Derecha,6,0.23664814233779907,0.5968666076660156,-0.02479648031294346
1,Derecha,7,0.2555532455444336,0.5767893195152283,-0.04539746418595314
1,Derecha,8,0.2722155451774597,0.5797079801559448,-0.05721323564648628
1,Derecha,9,0.17832739651203156,0.6611068248748779,-0.007178626023232937
1,Derecha,10,0.17831268906593323,0.5907635688781738,-0.025552239269018173
1,Derecha,11,0.1946680247783661,0.5853748321533203,-0.04142339900135994
1,Derecha,12,0.21046878397464752,0.6001216769218445,-0.050075896084308624
1,Derecha,13,0.1362307071685791,0.6729549765586853,-0.014293092302978039
1,Derecha,14,0.13293205201625824,0.6073400974273682,-0.029872525483369827
1,Derecha,15,0.1478489190340042,0.6013779044151306,-0.03412514179944992
1,Derecha,16,0.16475006937980652,0.6113150119781494,-0.03498462960124016
1,Derecha,17,0.09461291879415512,0.7000500559806824,-0.02367105707526207
1,Derecha,18,0.08739505708217621,0.6471293568611145,-0.034792620688676834
1,Derecha,19,0.09866160899400711,0.6424658298492432,-0.03176450729370117
1,Derecha,20,0.11188819259405136,0.6492981314659119,-0.026499241590499878
1,Derecha,0,0.19124536216259003,0.8379677534103394,6.971104085096158e-07
1,Derecha,1,0.26434651017189026,0.7856618762016296,-0.016373900696635246
1,Derecha,2,0.31687426567077637,0.7168389558792114,-0.024617783725261688
1,Derecha,3,0.35397106409072876,0.6627628803253174,-0.03569194674491882
1,Derecha,4,0.3911236524581909,0.6194429397583008,-0.047503743320703506
1,Derecha,5,0.26955270767211914,0.5972610712051392,0.006634756922721863
1,Derecha,6,0.2895829677581787,0.523378312587738,-0.014647596515715122
1,Derecha,7,0.31267088651657104,0.4719081223011017,-0.037599366158246994
1,Derecha,8,0.3372628092765808,0.43034201860427856,-0.05224575474858284
1,Derecha,9,0.23297925293445587,0.5859215259552002,0.0002762147632893175
1,Derecha,10,0.2478463351726532,0.5068053603172302,-0.014903252013027668
1,Derecha,11,0.2658321261405945,0.45330438017845154,-0.03461950644850731
1,Derecha,12,0.28868740797042847,0.40733399987220764,-0.04817628115415573
1,Derecha,13,0.1972089260816574,0.5895510315895081,-0.01080663874745369
1,Derecha,14,0.20712344348430634,0.5128327012062073,-0.026355858892202377
1,Derecha,15,0.21900172531604767,0.46132349967956543,-0.038609787821769714
1,Derecha,16,0.2373717725276947,0.42051297426223755,-0.04580181837081909
1,Derecha,17,0.16008315980434418,0.6110044717788696,-0.02469821088016033
1,Derecha,18,0.1634618043899536,0.5399981737136841,-0.03637081757187843
1,Derecha,19,0.17053993046283722,0.4931026101112366,-0.03927673399448395
1,Derecha,20,0.18369731307029724,0.45402318239212036,-0.03949003294110298
1,Derecha,0,0.20742377638816833,0.7922947406768799,6.112871915320284e-07
1,Derecha,1,0.2836112082004547,0.7668895125389099,-0.017482493072748184
1,Derecha,2,0.34116408228874207,0.7082911133766174,-0.026990573853254318
1,Derecha,3,0.3803982734680176,0.6586240530014038,-0.03748224303126335
1,Derecha,4,0.4132533073425293,0.620063841342926,-0.04887303337454796
1,Derecha,5,0.3013555109500885,0.5707955360412598,-0.007461778353899717
1,Derecha,6,0.3278929591178894,0.48707616329193115,-0.028026273474097252
1,Derecha,7,0.35073578357696533,0.4392784833908081,-0.047304049134254456
1,Derecha,8,0.37270838022232056,0.399036169052124,-0.060467079281806946
1,Derecha,9,0.2679775059223175,0.5565857887268066,-0.014162392355501652
1,Derecha,10,0.29344379901885986,0.45922741293907166,-0.03072861023247242
1,Derecha,11,0.3152557909488678,0.397754043340683,-0.048387039452791214
1,Derecha,12,0.33545243740081787,0.34531182050704956,-0.061076819896698
1,Derecha,13,0.23240673542022705,0.5625407695770264,-0.02455860562622547
1,Derecha,14,0.25001370906829834,0.46494776010513306,-0.04271811991930008
1,Derecha,15,0.2656431198120117,0.40309256315231323,-0.0567261166870594
1,Derecha,16,0.2807423770427704,0.34985724091529846,-0.06589248776435852
1,Derecha,17,0.19473294913768768,0.5874910354614258,-0.036788035184144974
1,Derecha,18,0.20136921107769012,0.5144649744033813,-0.05330245569348335
1,Derecha,19,0.2100997418165207,0.46527451276779175,-0.05966019257903099
1,Derecha,20,0.22094453871250153,0.419663667678833,-0.06315917521715164
1,Derecha,0,0.2288658618927002,0.7952166795730591,4.911576638733095e-07
1,Derecha,1,0.30265820026397705,0.7728524208068848,-0.019194237887859344
1,Derecha,2,0.3572598695755005,0.7093976736068726,-0.02950720116496086
1,Derecha,3,0.39786985516548157,0.6572479009628296,-0.04036276787519455
1,Derecha,4,0.43510502576828003,0.6185885667800903,-0.05248383805155754
1,Derecha,5,0.3195510804653168,0.5666017532348633,-0.01535594742745161
1,Derecha,6,0.346423864364624,0.4803010821342468,-0.0377255380153656
1,Derecha,7,0.3695058226585388,0.4325560927391052,-0.0573163703083992
1,Derecha,8,0.3927675187587738,0.3922831416130066,-0.07139120250940323
1,Derecha,9,0.285485178232193,0.5557664632797241,-0.022910580039024353
1,Derecha,10,0.30954042077064514,0.4548165202140808,-0.04253895953297615
1,Derecha,11,0.33348944783210754,0.3908458352088928,-0.06060982495546341
1,Derecha,12,0.35641518235206604,0.33580145239830017,-0.07392581552267075
1,Derecha,13,0.2501623034477234,0.5669780373573303,-0.03418538346886635
1,Derecha,14,0.26796770095825195,0.46253758668899536,-0.05602554604411125
1,Derecha,15,0.2847203314304352,0.3960634469985962,-0.07166652381420135
1,Derecha,16,0.30345889925956726,0.33816877007484436,-0.08199791610240936
1,Derecha,17,0.2136196494102478,0.596298336982727,-0.04731760174036026
1,Derecha,18,0.21755337715148926,0.5176400542259216,-0.06970825791358948
1,Derecha,19,0.22756394743919373,0.4641786813735962,-0.08046156167984009
1,Derecha,20,0.24162176251411438,0.4142603278160095,-0.08697427064180374
1,Derecha,0,0.22794458270072937,0.7972494959831238,4.7674606662440056e-07
1,Derecha,1,0.30012479424476624,0.7722440958023071,-0.019786296412348747
1,Derecha,2,0.3569223880767822,0.7093271613121033,-0.03051636926829815
1,Derecha,3,0.39831826090812683,0.6567660570144653,-0.04200071468949318
1,Derecha,4,0.4346977472305298,0.6152285933494568,-0.05475911498069763
1,Derecha,5,0.31784310936927795,0.5671889781951904,-0.014324519783258438
1,Derecha,6,0.34534361958503723,0.4807325601577759,-0.03602354973554611
1,Derecha,7,0.3681957423686981,0.43451058864593506,-0.05478404462337494
1,Derecha,8,0.39164355397224426,0.3953259587287903,-0.06824591755867004
1,Derecha,9,0.28515684604644775,0.5561470985412598,-0.021499933674931526
1,Derecha,10,0.31160056591033936,0.4612662196159363,-0.04079994186758995
1,Derecha,11,0.3364696800708771,0.4057227671146393,-0.057390403002500534
1,Derecha,12,0.36019179224967957,0.35923561453819275,-0.06933429837226868
1,Derecha,13,0.2501814365386963,0.5662882328033447,-0.03280193731188774
1,Derecha,14,0.26889508962631226,0.4618672728538513,-0.05457229167222977
1,Derecha,15,0.28553465008735657,0.39693889021873474,-0.06914648413658142
1,Derecha,16,0.30448099970817566,0.3403995633125305,-0.07857565581798553
1,Derecha,17,0.21221497654914856,0.5942217111587524,-0.046028994023799896
1,Derecha,18,0.21729706227779388,0.5153524875640869,-0.0676800087094307
1,Derecha,19,0.22771883010864258,0.4627244472503662,-0.07772359251976013
1,Derecha,20,0.24173709750175476,0.41455018520355225,-0.0837952271103859
1,Derecha,0,0.2224571853876114,0.7860932350158691,5.376446665650292e-07
1,Derecha,1,0.29418066143989563,0.7433173656463623,-0.020939426496624947
1,Derecha,2,0.3416600227355957,0.6653741002082825,-0.02885907143354416
1,Derecha,3,0.3687227964401245,0.6009116768836975,-0.03668728098273277
1,Derecha,4,0.3921085298061371,0.5530103445053101,-0.04547002539038658
1,Derecha,5,0.28132861852645874,0.5310808420181274,-0.018191637471318245
1,Derecha,6,0.2923455834388733,0.43203914165496826,-0.03924890235066414
1,Derecha,7,0.30062437057495117,0.374517560005188,-0.057318322360515594
1,Derecha,8,0.308885782957077,0.3239789307117462,-0.07037936896085739
1,Derecha,9,0.2410048544406891,0.5248512029647827,-0.025088366121053696
1,Derecha,10,0.24988779425621033,0.41089195013046265,-0.04435732588171959
1,Derecha,11,0.25938522815704346,0.3369463086128235,-0.06259960681200027
1,Derecha,12,0.26801222562789917,0.27424660325050354,-0.07569761574268341
1,Derecha,13,0.2030801773071289,0.5406555533409119,-0.03543592244386673
1,Derecha,14,0.20636655390262604,0.4271988272666931,-0.05676082521677017
1,Derecha,15,0.21195170283317566,0.35588812828063965,-0.07424429804086685
